LatinName,PolishName,Description,Edibility,Toxicity,Habitat
Morchella brunnea,Smardz brązowy,"Grzyb o jamistym, brązowym kapeluszu. Rośnie na ziemi w lasach liściastych. Owocniki pojawiają się wiosną",Jadalny (po obróbce),Trujący (na surowo),"Liściasty
"
Morchella importuna,Smardz natrętny,"Grzyb o jamistym, szarobrązowym kapeluszu. Rośnie na ziemi w ogrodach i parkach. Owocniki pojawiają się wiosną",Jadalny (po obróbce),Trujący (na surowo),"Liściasty
"
Morchella punctipes,Smardz kropkowany,Grzyb o jamistym kapeluszu z kropkowanym trzonem. Rośnie na ziemi w lasach liściastych. Owocniki pojawiają się wiosną,Jadalny (po obróbce),Trujący (na surowo),"Liściasty
"
Morchella rufobrunnea,Smardz rdzawobrązowy,"Grzyb o jamistym, rdzawobrązowym kapeluszu. Rośnie na ziemi w lasach liściastych. Owocniki pojawiają się wiosną",Jadalny (po obróbce),Trujący (na surowo),"Liściasty
"
Morchella snyderi,Smardz Snydera,"Grzyb o jamistym, szarobrązowym kapeluszu. Rośnie na ziemi w lasach iglastych. Owocniki pojawiają się wiosną",Jadalny (po obróbce),Trujący (na surowo),"Iglasty
"
Morchella tridentina,Smardz trydencki,"Grzyb o jamistym, żółtobrązowym kapeluszu. Rośnie na ziemi w lasach liściastych. Owocniki pojawiają się wiosną",Jadalny (po obróbce),Trujący (na surowo),"Liściasty
"
Morchella vulgaris,Smardz zwyczajny,"Grzyb o jamistym, szarobrązowym kapeluszu. Rośnie na ziemi w lasach liściastych. Owocniki pojawiają się wiosną",Jadalny (po obróbce),Trujący (na surowo),"Liściasty
"
Mutinus elegans,Mądziak malinowy,Grzyb o fallicznym kształcie z czerwoną główką. Rośnie na ziemi w lasach liściastych. Owocniki pojawiają się latem i jesienią,Niejadalny,Nie trujący,"Liściasty
"
Mycena acicula,Grzybówka szpilkowa,"Grzyb o małym, pomarańczowym kapeluszu. Rośnie na martwym drewnie w lasach liściastych. Owocniki pojawiają się latem i jesienią",Niejadalny,Nie trujący,"Liściasty
"
Mycena atkinsoniana,Grzybówka Atkinsona,"Grzyb o małym, szarym kapeluszu. Rośnie na martwym drewnie w lasach liściastych. Owocniki pojawiają się latem i jesienią",Niejadalny,Nie trujący,"Liściasty
"
Mycena aurantiomarginata,Grzybówka pomarańczowobrzega,"Grzyb o małym, szarym kapeluszu z pomarańczowym brzegiem. Rośnie na ściółce w lasach iglastych. Owocniki pojawiają się latem i jesienią",Niejadalny,Nie trujący,"Iglasty
"
Mycena capillaripes,Grzybówka włoskonoża,"Grzyb o małym, szarym kapeluszu i bardzo cienkim trzonie. Rośnie na ściółce w lasach liściastych. Owocniki pojawiają się latem i jesienią",Niejadalny,Nie trujący,"Liściasty
"
Mycena corticola,Grzybówka korowa,"Grzyb o małym, brązowawym kapeluszu. Rośnie na korze żywych drzew liściastych. Owocniki pojawiają się przez cały rok",Niejadalny,Nie trujący,"Liściasty
"
Mycena crocea,Grzybówka szafranowa,"Grzyb o małym, pomarańczowym kapeluszu. Rośnie na martwym drewnie w lasach liściastych. Owocniki pojawiają się latem i jesienią",Niejadalny,Nie trujący,"Liściasty
"
Mycena nebula,Grzybówka mglistoszara,"Grzyb o małym, szarym kapeluszu. Rośnie na ściółce w lasach liściastych. Owocniki pojawiają się jesienią",Niejadalny,Nie trujący,"Liściasty
"
Mycena sanguinolenta,Grzybówka krwawiąca,"Grzyb o małym, brązowawym kapeluszu wydzielający czerwonawy sok po uszkodzeniu. Rośnie na ściółce w lasach. Owocniki pojawiają się latem i jesienią",Niejadalny,Nie trujący,"Mieszany
"
Mycena subcaerulea,Grzybówka niebieskawa,"Grzyb o małym, niebieskim kapeluszu. Rośnie na martwym drewnie w lasach liściastych. Owocniki pojawiają się latem i jesienią",Niejadalny,Nie trujący,"Liściasty
"
Mycetinis opacus,Twardzioszek matowy,"Grzyb o małym, białawym, matowym kapeluszu. Rośnie na martwych gałązkach drzew liściastych. Owocniki pojawiają się latem i jesienią",Niejadalny,Nie trujący,"Liściasty
"
Mycetinis scorodonius,Twardzioszek czosnkowy,"Grzyb o małym, brązowawym kapeluszu o zapachu czosnku. Rośnie na martwych gałązkach drzew liściastych. Owocniki pojawiają się latem i jesienią",Jadalny,Nie trujący,"Liściasty
"
Mycobonia,Grzyboróg,Rodzaj grzybów o rogowatych owocnikach. Rosną na martwym drewnie w tropikalnych lasach. Owocniki pojawiają się przez cały rok,Niejadalny,Nie trujący,"Liściasty
"
Mycorrhaphium adustum,Kolczakówka przypalona,"Grzyb o konsolowatym, brązowym owocniku z kolcami na spodzie. Rośnie na martwym drewnie drzew liściastych. Owocniki pojawiają się przez cały rok",Niejadalny,Nie trujący,"Liściasty
"
Myriostoma coliforme,Wieloporek gwiaździsty,"Grzyb o kulistym owocniku otwierającym się gwiaździście, z wieloma otworami. Rośnie na ziemi w lasach liściastych. Owocniki pojawiają się latem i jesienią",Niejadalny,Nie trujący,"Liściasty
"
Myxomphalia maura,Śluzówka czarna,"Grzyb o czarnym, śluzowatym kapeluszu. Rośnie na spaleniskach w lasach. Owocniki pojawiają się latem i jesienią",Niejadalny,Nie trujący,"Mieszany
"
Neoboletus,Borowik,Rodzaj grzybów o grubych trzonach i porach na spodzie kapelusza. Rosną na ziemi w lasach. Owocniki pojawiają się latem i jesienią,Jadalny,Nie trujący,"Mieszany
"
Neoboletus subvelutipes,Borowik aksamitnotrzonowy,Grzyb o brązowym kapeluszu i aksamitnym trzonie. Rośnie w lasach liściastych. Owocniki pojawiają się latem i jesienią,Jadalny,Nie trujący,"Liściasty
"
Neofavolus alveolaris,Siatkowiec plastrowy,"Grzyb o wachlarzowatym, żółtawym owocniku z siateczkowatą strukturą na spodzie. Rośnie na martwym drewnie drzew liściastych. Owocniki pojawiają się latem i jesienią",Niejadalny,Nie trujący,"Liściasty
"
Neolentinus ponderosus,Twardziak sosnowy,"Grzyb o dużym, brązowym kapeluszu. Rośnie na martwym drewnie sosen. Owocniki pojawiają się latem i jesienią",Jadalny,Nie trujący,"Iglasty
"
Niveoporofomes spraguei,Białoporek Sprague'a,"Grzyb o białym, konsolowatym owocniku. Rośnie na martwym drewnie drzew liściastych. Owocniki pojawiają się przez cały rok",Niejadalny,Nie trujący,"Liściasty
"
Nolanea,Dzwonkówka,Rodzaj małych grzybów o stożkowatych kapeluszach. Rosną na ziemi w lasach i na łąkach. Owocniki pojawiają się latem i jesienią,Niejadalny,Niektóre trujące,"Mieszany
"
Nolanea holoconiota,Dzwonkówka mączysta,"Grzyb o małym, szarym, mączystym kapeluszu. Rośnie na ziemi w lasach liściastych. Owocniki pojawiają się latem i jesienią",Niejadalny,Nie trujący,"Liściasty
"
Omphalotus illudens,Boczniak pomarańczowy,"Grzyb o pomarańczowym, wachlarzowatym kapeluszu. Rośnie na martwym drewnie drzew liściastych. Owocniki pojawiają się latem i jesienią",Niejadalny,Trujący,"Liściasty
"
Omphalotus nidiformis,Boczniak gniazdownik,"Grzyb o białawym, wachlarzowatym kapeluszu. Rośnie na martwym drewnie drzew liściastych. Owocniki pojawiają się latem i jesienią",Niejadalny,Trujący,"Liściasty
"
Omphalotus olearius,Boczniak oliwkowy,"Grzyb o oliwkowym, wachlarzowatym kapeluszu. Rośnie na martwym drewnie drzew liściastych. Owocniki pojawiają się latem i jesienią",Niejadalny,Trujący,"Liściasty
"
Omphalotus subilludens,Boczniak północnoamerykański,"Grzyb o pomarańczowym, wachlarzowatym kapeluszu. Rośnie na martwym drewnie drzew liściastych. Owocniki pojawiają się latem i jesienią",Niejadalny,Trujący,"Liściasty
"
Ossicaulis lignatilis,Białokrowiak drzewolubny,"Grzyb o białawym, mięsistym kapeluszu. Rośnie na martwym drewnie drzew liściastych. Owocniki pojawiają się latem i jesienią",Niejadalny,Nie trujący,"Liściasty
"
Oudemansiella,Monetka,Rodzaj grzybów o śluzowatych kapeluszach. Rosną na martwym drewnie. Owocniki pojawiają się latem i jesienią,"Niektóre jadalne, inne niejadalne",Nie trujący,"Liściasty
"
Oudemansiella furfuracea,Monetka otrębiasta,"Grzyb o brązowawym, otrębiastym kapeluszu. Rośnie na martwym drewnie drzew liściastych. Owocniki pojawiają się latem i jesienią",Niejadalny,Nie trujący,"Liściasty
"
Oudemansiella megalospora,Monetka wielkozarodnikowa,Grzyb o białawym kapeluszu. Rośnie na martwym drewnie drzew liściastych. Owocniki pojawiają się latem i jesienią,Niejadalny,Nie trujący,"Liściasty
"
Oudemansiella mucida,Monetka bukowa,"Grzyb o białym, śluzowatym kapeluszu. Rośnie na martwym drewnie buków. Owocniki pojawiają się latem i jesienią",Jadalny,Nie trujący,"Liściasty
"
Panaeolopsis,Kołpaczek,Rodzaj małych grzybów o stożkowatych kapeluszach. Rosną na odchodach i nawozach. Owocniki pojawiają się od wiosny do jesieni,Niejadalny,Niektóre halucynogenne,"Mieszany
"
Panaeolus,Kołpaczek,Rodzaj małych grzybów o stożkowatych kapeluszach. Rosną na odchodach i nawozach. Owocniki pojawiają się od wiosny do jesieni,Niejadalny,Niektóre halucynogenne,"Mieszany
"
Panaeolus cinctulus,Kołpaczek podwinięty,"Grzyb o brązowym, stożkowatym kapeluszu z podwiniętym brzegiem. Rośnie na odchodach i nawozach. Owocniki pojawiają się od wiosny do jesieni",Niejadalny,Halucynogenny,"Mieszany
"
Panaeolus cyanescens,Kołpaczek siniejący,"Grzyb o brązowym kapeluszu, który sinieje po uszkodzeniu. Rośnie na odchodach i nawozach. Owocniki pojawiają się od wiosny do jesieni",Niejadalny,Halucynogenny,"Mieszany
"
Panaeolus foenisecii,Kołpaczek łąkowy,"Grzyb o brązowym, stożkowatym kapeluszu. Rośnie na łąkach. Owocniki pojawiają się od wiosny do jesieni",Niejadalny,Nie trujący,"Liściasty
"
Panaeolus olivaceus,Kołpaczek oliwkowy,"Grzyb o oliwkowym, stożkowatym kapeluszu. Rośnie na odchodach i nawozach. Owocniki pojawiają się od wiosny do jesieni",Niejadalny,Nie trujący,"Mieszany
"
Panaeolus papilionaceus,Kołpaczek motylkowy,"Grzyb o szarobrązowym, stożkowatym kapeluszu. Rośnie na odchodach i nawozach. Owocniki pojawiają się od wiosny do jesieni",Niejadalny,Nie trujący,"Mieszany
"
Panaeolus semiovatus,Kołpaczek półjajowaty,"Grzyb o białawym, półjajowatym kapeluszu. Rośnie na odchodach. Owocniki pojawiają się od wiosny do jesieni",Niejadalny,Nie trujący,"Mieszany
"
Panellus mitis,Łycznik delikatny,"Grzyb o małym, białawym, muszelkowatym kapeluszu. Rośnie na martwych gałązkach drzew iglastych. Owocniki pojawiają się przez cały rok",Niejadalny,Nie trujący,"Iglasty
"
Panellus pusillus,Łycznik drobny,"Grzyb o bardzo małym, białawym, muszelkowatym kapeluszu. Rośnie na martwych gałązkach drzew liściastych. Owocniki pojawiają się przez cały rok",Niejadalny,Nie trujący,"Liściasty
"
Panellus stipticus,Łycznik późny,"Grzyb o małym, ochrowym, muszelkowatym kapeluszu. Rośnie na martwym drewnie drzew liściastych. Owocniki pojawiają się przez cały rok",Niejadalny,Nie trujący,"Liściasty
"
Panus conchatus,Twardziak muszlowy,"Grzyb o muszelkowatym, brązowym kapeluszu. Rośnie na martwym drewnie drzew liściastych. Owocniki pojawiają się przez cały rok",Jadalny,Nie trujący,"Liściasty
"
Panus lecomtei,Twardziak Lecomte'a,"Grzyb o muszelkowatym, brązowym kapeluszu. Rośnie na martwym drewnie drzew liściastych. Owocniki pojawiają się przez cały rok",Jadalny,Nie trujący,"Liściasty
"
Panus strigellus,Twardziak włochaty,"Grzyb o muszelkowatym, brązowym, owłosionym kapeluszu. Rośnie na martwym drewnie drzew liściastych. Owocniki pojawiają się przez cały rok",Jadalny,Nie trujący,"Liściasty
"
Parasola,Kruchaweczka,"Rodzaj małych grzybów o delikatnych, pofałdowanych kapeluszach. Rosną na ziemi w lasach i ogrodach. Owocniki pojawiają się od wiosny do jesieni",Niejadalny,Nie trujący,"Mieszany
"
Parasola auricoma,Kruchaweczka złotowłosa,"Grzyb o małym, pofałdowanym kapeluszu pokrytym złotawymi włoskami. Rośnie na ziemi w lasach liściastych. Owocniki pojawiają się latem i jesienią",Niejadalny,Nie trujący,"Liściasty
"
Parasola conopilea,Kruchaweczka stożkowata,"Grzyb o małym, stożkowatym, pofałdowanym kapeluszu. Rośnie na ziemi w lasach i ogrodach. Owocniki pojawiają się od wiosny do jesieni",Niejadalny,Nie trujący,"Mieszany
"
Parasola lactea,Kruchaweczka mleczna,"Grzyb o małym, białawym, pofałdowanym kapeluszu. Rośnie na ziemi w lasach liściastych. Owocniki pojawiają się latem i jesienią",Niejadalny,Nie trujący,"Liściasty
"
Parasola plicatilis,Kruchaweczka pofałdowana,"Grzyb o małym, szarym, mocno pofałdowanym kapeluszu. Rośnie na ziemi w lasach i ogrodach. Owocniki pojawiają się od wiosny do jesieni",Niejadalny,Nie trujący,"Mieszany
"
Paxillus involutus,Krowiak podwinięty,Grzyb o brązowym kapeluszu z podwiniętym brzegiem. Rośnie na ziemi w lasach. Owocniki pojawiają się latem i jesienią,Niejadalny,Trujący,"Mieszany
"
Peziza,Kustrzebka,Rodzaj grzybów o miseczkowatych owocnikach. Rosną na ziemi i martwym drewnie. Owocniki pojawiają się od wiosny do jesieni,"Niektóre jadalne, inne niejadalne",Nie trujący,"Mieszany
"
Peziza repanda,Kustrzebka rozpierzchła,"Grzyb o dużym, miseczkowatym, brązowym owocniku. Rośnie na ziemi w lasach liściastych. Owocniki pojawiają się latem i jesienią",Jadalny,Nie trujący,"Liściasty
"
Phaeocollybia,Włośnianka,"Rodzaj grzybów o stożkowatych kapeluszach i długich, korzeniowatych trzonach. Rosną na ziemi w lasach. Owocniki pojawiają się jesienią",Niejadalny,Nie trujący,"Mieszany
"
Phaeolus schweinitzii,Murszak rdzawy,"Grzyb o dużym, wachlarzowatym, rdzawobrązowym owocniku. Rośnie u podstawy drzew iglastych. Owocniki pojawiają się latem i jesienią",Niejadalny,Nie trujący,"Iglasty
"
Phaeomarasmius erinaceus,Ciemnołuszczak kolczasty,"Grzyb o małym, brązowym kapeluszu pokrytym sterczącymi łuskami. Rośnie na martwych gałązkach drzew liściastych. Owocniki pojawiają się latem i jesienią",Niejadalny,Nie trujący,"Liściasty
"
Phallus hadriani,Sromotnik fiołkowy,Grzyb o fallicznym kształcie z fioletową główką. Rośnie na piaszczystych glebach. Owocniki pojawiają się latem i jesienią,Niejadalny,Nie trujący,"Mieszany
"
Phallus impudicus,Sromotnik bezwstydny,Grzyb o fallicznym kształcie z zielonkawą główką o nieprzyjemnym zapachu. Rośnie na ziemi w lasach. Owocniki pojawiają się latem i jesienią,Niejadalny,Nie trujący,"Mieszany
"
Phallus rubicundus,Sromotnik czerwonawy,Grzyb o fallicznym kształcie z czerwonawą główką. Rośnie na ziemi w lasach tropikalnych. Owocniki pojawiają się przez cały rok,Niejadalny,Nie trujący,"Liściasty
"
Phillipsia,Czareczka,"Rodzaj grzybów o miseczkowatych, jaskrawo zabarwionych owocnikach. Rosną na martwym drewnie w tropikalnych lasach. Owocniki pojawiają się przez cały rok",Niejadalny,Nie trujący,"Liściasty
"
Phlebia incarnata,Żylak mięsisty,"Grzyb o rozpostartym, różowawym owocniku. Rośnie na martwym drewnie drzew liściastych. Owocniki pojawiają się przez cały rok",Niejadalny,Nie trujący,"Liściasty
"
Phlebia tremellosa,Żylak trzęsakowaty,"Grzyb o rozpostartym, białawym, galaretowatym owocniku. Rośnie na martwym drewnie drzew liściastych. Owocniki pojawiają się przez cały rok",Niejadalny,Nie trujący,"Liściasty
"
Phloeomana speirea,Grzybówka korowa,"Grzyb o małym, białawym kapeluszu. Rośnie na korze żywych drzew liściastych. Owocniki pojawiają się przez cały rok",Niejadalny,Nie trujący,"Liściasty
"
Pholiota,Łuskwiak,Rodzaj grzybów o łuskowatych kapeluszach. Rosną na martwym drewnie i ziemi. Owocniki pojawiają się od lata do jesieni,"Niektóre jadalne, inne trujące",Niektóre trujące,"Mieszany
"
Pholiota aurivella,Łuskwiak złotawy,Grzyb o żółtym kapeluszu pokrytym brązowymi łuskami. Rośnie na martwym drewnie drzew liściastych. Owocniki pojawiają się jesienią,Jadalny,Nie trujący,"Liściasty
"
Pholiota flammans,Łuskwiak ognisty,Grzyb o jaskrawopomarańczowym kapeluszu pokrytym łuskami. Rośnie na martwym drewnie drzew iglastych. Owocniki pojawiają się latem i jesienią,Niejadalny,Nie trujący,"Iglasty
"
Pholiota lenta,Łuskwiak lepki,"Grzyb o brązowym, lepkim kapeluszu. Rośnie na martwym drewnie drzew liściastych. Owocniki pojawiają się jesienią",Niejadalny,Nie trujący,"Liściasty
"
Pholiota limonella,Łuskwiak cytrynowy,Grzyb o cytrynowożółtym kapeluszu pokrytym łuskami. Rośnie na martwym drewnie drzew liściastych. Owocniki pojawiają się jesienią,Niejadalny,Nie trujący,"Liściasty
"
Pholiota nubigena,Łuskwiak górski,Grzyb o brązowym kapeluszu pokrytym łuskami. Rośnie na ziemi w górskich lasach iglastych. Owocniki pojawiają się latem i jesienią,Niejadalny,Nie trujący,"Iglasty
"
Pholiota polychroa,Łuskwiak wielobarwny,Grzyb o kapeluszu zmieniającym kolor od żółtego do brązowego. Rośnie na martwym drewnie drzew liściastych. Owocniki pojawiają się jesienią,Niejadalny,Nie trujący,"Liściasty
"
Pholiota spumosa,Łuskwiak pienisty,Grzyb o żółtawym kapeluszu pokrytym łuskami. Rośnie na martwym drewnie drzew iglastych. Owocniki pojawiają się jesienią,Niejadalny,Nie trujący,"Iglasty
"
Pholiota squarrosa,Łuskwiak nastroszony,Grzyb o żółtobrązowym kapeluszu pokrytym odstającymi łuskami. Rośnie na martwym drewnie drzew liściastych. Owocniki pojawiają się jesienią,Niejadalny,Nie trujący,"Liściasty
"
Pholiota squarrosoides,Łuskwiak orzechowy,Grzyb o brązowym kapeluszu pokrytym odstającymi łuskami. Rośnie na martwym drewnie drzew liściastych. Owocniki pojawiają się jesienią,Niejadalny,Nie trujący,"Liściasty
"
Pholiota terrestris,Łuskwiak ziemny,Grzyb o brązowym kapeluszu pokrytym łuskami. Rośnie na ziemi w lasach liściastych. Owocniki pojawiają się jesienią,Niejadalny,Nie trujący,"Liściasty
"
Pholiota velaglutinosa,Łuskwiak lepkozasłonowy,"Grzyb o brązowym, lepkim kapeluszu z resztkami osłony na brzegu. Rośnie na martwym drewnie drzew liściastych. Owocniki pojawiają się jesienią",Niejadalny,Nie trujący,"Liściasty
"
Pholiotina cyanopus,Łuskwiaczek niebieskostopy,Grzyb o brązowym kapeluszu i niebieskim trzonie. Rośnie na ziemi w lasach liściastych. Owocniki pojawiają się latem i jesienią,Niejadalny,Trujący,"Liściasty
"
Pholiotina rugosa,Łuskwiaczek pomarszczony,"Grzyb o brązowym, pomarszczonym kapeluszu. Rośnie na ziemi w lasach liściastych. Owocniki pojawiają się latem i jesienią",Niejadalny,Nie trujący,"Liściasty
"
Phylloporus,Żółciak,Rodzaj grzybów o kapeluszach z blaszkami na spodzie. Rosną na ziemi w lasach. Owocniki pojawiają się latem i jesienią,Jadalny,Nie trujący,"Mieszany
"
Phylloporus arenicola,Żółciak piaskowy,Grzyb o żółtym kapeluszu z blaszkami na spodzie. Rośnie na piaszczystych glebach w lasach. Owocniki pojawiają się latem i jesienią,Jadalny,Nie trujący,"Mieszany
"
